Date,Open,High,Low,Close,Volume
2021-05-03 04:00:00,18.51742957870999,19.22862483527049,18.43840769746003,19.132043838500977,3465400.0
2021-05-04 04:00:00,19.009124084791058,19.29009009001918,18.49987278164271,18.7369384765625,2890600.0
2021-05-05 04:00:00,18.894976700926744,18.991557690060628,18.675471864739457,18.903757095336914,1518500.0
2021-05-06 04:00:00,19.14082668177654,19.843243369219678,19.070585180501176,19.667638778686523,4043000.0
2021-05-07 04:00:00,20.176886380751544,20.4578523343181,19.922261613340297,20.282249450683594,3553100.0
2021-05-10 04:00:00,20.308589037944024,20.449073689940793,19.825679012785375,19.869579315185547,4127000.0
2021-05-11 04:00:00,19.421791625722946,20.010064744045778,19.290087364030814,19.974943161010742,3632200.0
2021-05-12 04:00:00,20.132984161376953,20.396389299090878,20.01006198706899,20.132984161376953,3005400.0
2021-05-13 04:00:00,19.992503250179585,20.273469205832356,19.764217992539407,20.001283645629883,2283700.0
2021-05-14 04:00:00,20.501756588000813,20.905644772432957,20.484195795280453,20.817842483520508,2768200.0
2021-05-17 04:00:00,21.291972783062988,22.196333467046177,21.230511686278657,22.0031681060791,3809900.0
2021-05-18 04:00:00,22.37193419014837,22.60021943796896,22.082187851508603,22.39827537536621,3506200.0
2021-05-19 04:00:00,22.828507783213105,23.504583223333707,22.363156829359443,22.591442108154297,6349800.0
2021-05-20 04:00:00,22.433398329930316,22.793386203388454,22.371937230757855,22.44217872619629,2461900.0
2021-05-21 04:00:00,22.547537696862243,22.608998784831925,22.07340643305774,22.389493942260742,6041900.0
2021-05-24 04:00:00,22.020726288465287,22.22267034673744,21.95926519896412,22.02950668334961,2780300.0
2021-05-25 04:00:00,22.011949969891905,22.26657644462332,21.757325169849885,22.082191467285156,6010700.0
2021-05-26 04:00:00,21.704639285824396,21.862683048109943,21.011004820413437,21.221729278564453,6764400.0
2021-05-27 04:00:00,21.125146577422008,21.318311919804664,20.914422119568396,20.923202514648438,3162600.0
2021-05-28 04:00:00,20.615898883649322,21.03734787086679,20.571998575489364,20.870525360107422,2655600.0
2021-06-01 04:00:00,21.344653038427438,21.476355625172065,20.844182203984296,21.03734588623047,3767500.0
2021-06-02 04:00:00,20.94076330480852,21.002224395679683,20.791499937826067,20.923202514648438,4428300.0
2021-06-03 04:00:00,20.212008047047455,20.38761093141832,19.816898626506923,20.018842697143555,5024700.0
2021-06-04 04:00:00,20.25590678324652,20.35248945073053,20.089082632507512,20.20322608947754,2858900.0
2021-06-07 04:00:00,19.825677426637654,19.91347969910259,19.667633671138578,19.755435943603516,2056100.0
2021-06-08 04:00:00,19.57105348016881,19.614953780854666,19.123263379478786,19.14960289001465,2843400.0
2021-06-09 04:00:00,19.114483033628822,19.3076467017088,18.98278045654297,18.98278045654297,1694600.0
2021-06-10 04:00:00,19.009118851139082,19.60617228521091,18.9564381583354,19.553491592407227,2708200.0
2021-06-11 04:00:00,19.272529548837056,19.41301254108668,18.81595898668109,18.991561889648438,3089700.0
2021-06-14 04:00:00,18.438402982110567,18.780829930163666,18.324261224322438,18.543766021728516,3756000.0
2021-06-15 04:00:00,18.59645287061454,18.61401366215532,17.841355581253577,18.166223526000977,3023600.0
2021-06-16 04:00:00,18.166226176969317,18.315489577469204,17.665755267848972,17.841358184814453,3161100.0
2021-06-17 04:00:00,17.40234271313456,17.551606065025467,16.936993543766217,17.077476501464844,5435100.0
2021-06-18 04:00:00,17.03357497958794,17.121377249136696,16.577004517685598,16.585784912109375,4134300.0
2021-06-21 04:00:00,16.796510422376702,16.84919279226966,16.55944645661482,16.74382972717285,3711300.0
2021-06-22 04:00:00,16.252139130979813,16.506763883572333,16.102875767498304,16.42774200439453,4936900.0
